song_name,artist,lyrics,emotion
Bertahan,Rama Band,"Maa kahti thi bachpan mein main bahoot jyada tha fair
Pink pink se mere gaal the aur gore gore se pair
Mujhe Krishn aur Vishnu se meri maa karti thi compare
Par unka rung kya tha ye maa ne mujhe nahi kiya tha share
Phir bada hone laga unki aankho ka taara
Mujhe sachin banna tha aur log bolte the “Aye Lara”
Phir wahi pucha sawaal jo puchte the Nandlaala
Maa monu kyun utna gora? aur main kyun itna kaala?
Par bechari kya bolti waise bhi meri maa
Unko bhi is baat ka bahoot jyada aacha experience tha
Kaala rang hona yahan par sabse jyada bada hai gunah
Ye dono pe lagu hot hai bhiya Nar aur Maada
Mazak udate the mere rang ke saare friends
No confidence ke karun main apna self defence
Yahi thi wish upar wale se gora kar do na please
Bechara chhota sa kaala ka bechara Dino innocent
Hamesha full asteen, kyunki chupi rahe skin
Aur dreams mein bhi aaye karte the mere bas Fairness cream
Natak mein kaale bache Sevak aur gore saare King
Sonu uske saath mat khelna haan, Don't play with him
Mujhe nahi lagta yeh sahi, it’s not fair, right?
Aur girls ko bhi pashand aate hai only fair guys
Demand mein hai kamwali safed bai
Farak padta kya hai yaar hone se Kashmiri ya Keralite
Pahli baar jab college mein mera affair hua tha na start
Wo bolti thi Dino tu thoda kash kam hota dark
Kyun kiya upar wale ne mere saath? aisa pakshpath
24 hours bas yahi sali kano mein aati thi awaaz
You might also likeKaalia, oh kaalia
Ye kahte the sabhi  
Sahme the har pal mere
Aur sahmi zindagi
Kaalia, oh kaalia
Jaise ho koi kami  
Maine kya kya jhela hai chupke
Maanoge tum nahi

Munh pe ignore kiya karta tha mera saara group
And girls are like “Wo kitna gora hai na he is soo cute”
Maujood par wajood gupt, vilupt
I'm still confused ki mujh par hi padi hai kya saari dhoop
Sun na dude i'm not adhbudh, ashudh, achoot
Brown main phir tumhare kaise sale chocolate looks
Thats why i’m back with my raps six packs
Kyunki bahoot saare ko bahot kuch mujhe karna tha prove
Ads mein bhi toh aajka yahi sara sab dekhate hai na sir
Aap kaale ho toh Finish! Life is over!
Hamari ladki bhale hi moti ya badsurat hai
Par hum uske liye dekh rekh hai ek bahoot hi jyada gora var Understand isi rang ke saath tumhara hua hai janam
Kyunki tumhare andar hi hai baba kale rang ka sperm
Tum nahi tod sakte aise kudrat ka niyam
End mein tootega you dumb sirf tumhara bharam
Pahle dark and tall tha aab
Hai sara fair and handsome
Yahi toh hai commercial mein aaj sabka national anthem
Haan maana thoda gora hoon kam
But i dont live in slum
I'm a victim of beraham racism
Kaalia, oh kaalia
Ye kahte the sabhi  
Sahme the har pal mere
Aur sahmi zindagi
Kaalia, oh kaalia
Jaise ho koi kami  
Maine kya kya jhela hai chupke
Maanoge tum nahi

Nahi de raha hoon updesh
Bus dena hai message
Waste hai chase karne babes
Aise auro ka shades
Success rang se milegi ye lage in case
Desh mein sarva shrestha hota na yaar
Neal Nitin Mukesh
Sachi yahi dirty soch hai yahan par har shaqs ki
Sab havshi ke lust ke defination hai only dusky
Brightness mangti hai shakal pe industry
Adjust please kahte hai Anurag Kashyap bhi
Spasht nasht kasht se grashth hai hat shaqksh hi
Dhwast par sashtra nahi dunga cause i'm gusty
Plus bonus bhi lunga for injustice
Natmastak hoke you will say
Ab bus please
Kya badbada raha hai yaar Dino tu aise nonstop
Mera swabhaw hai sujhaw dene ka mere bhai somehow
Aur tu mat chupa kaalia aise apne ghaaw
Sabko bata na yaar saale kaise hua hai bartaav
Aisa kahin hota hai kya Dino, Come on shut-up!
Nahi samjhoge aap 'cause you're not dark
Par main baat kar sakta hoon i can talk
Kyunki main kaala on top
I'm pure hiphop
Harpal akele hi bas khud ko samhala maine
Rang tha mere insab ki wajah
Kabil tha phir bhi tumne
Shamil na kiya mujhko
Pucha toh this is they all have to say

Kaalia, oh kaalia
Ye kahte the sabhi  
Sahme the har pal mere
Aur sahmi zindagi
Kaalia, oh kaalia
Jaise ho koi kami  
Maine kya kya jhela hai chupke
Maanoge tum nahi

Kaalia, oh kaalia
Ye kahte the sabhi  
Sahme the har pal mere
Aur sahmi zindagi

Fark nahi padta gora ya kaala hone se yaa
R Jaise bhi aap ho jo bhi aap ho
Just be thankful to god
Thats it",0
Menjadi Dia,Tiara Andini," 

 
Aku ingat waktu kamu bilang
Ku harus jadi seperti dia
Aku hanya aku
Yang sederhana
Tapi cintaku
Boleh kau adu

 
Ku mengerti tapi tak bisa
Ku ingin cinta apa adanya
Jika harus menjadi dia
Lebih baik pergi walau aku yang terluka

 
Saat matahari terbenam
Cintaku takkan pernah tenggelam
Engkau masih menjajahku
Di setiap langkahku
Namun adakah
Kau benar untukku

 
Ku mengerti tapi tak bisa
Ku ingin cinta apa adanya
Jika harus menjadi dia
Lebih baik pergi walau aku yang terluka
You might also like 
Oh-oh
Adakah cara lain 'tuk bahagia?
Selamanya denganmu
Uhh-oh-oh

 
 
Ku ingin cinta apa adanya
Jika harus menjadi dia
Lebih baik pergi walau aku yang terluka
Tapi tak bisa
Ku ingin cinta apa adanya
Jika harus menjadi dia
Lebih baik pergi walau aku yang terluka
Lebih baik pergi walau hatiku terluka",0
Masih,Rossa," 

 
Sulit kumelangkah pergi
Bila kau masih di sini
Gagal diriku melupa
Tiap engkau menyapa

 
Aku masih menyayangimu
Aku masih cinta padamu
Bila masih saja kita bertemu
S'makin susah hati ini untuk
Melupakanmu

 
Telah kuhapus fotomu
Dari bingkai di kamarku
Tapi masih ada wajahmu
Singgahi mimpi-mimpi

 
Aku masih menyayangimu
Aku masih cinta padamu
Bila masih saja kita bertemu
S'makin susah hati ini untuk
'Tuk melupakanmu
You might also like 
Selalu kau buatku
Luluh dengan kata-katamu
Semakin kuhindari
Semakin aku ingin bertemu

 
Aku masih menyayangimu
Aku masih cinta padamu
Bila masih saja kita bertemu
S'makin susah hati ini untuk
'Tuk melupakanmu",1
Hilang Tanpa Bilang,Meiska," 
Aku terus berjuang
Dari rindu yang panjang
Aku selalu bersabar
Menantimu yang hilang tanpa kabar

 
Mereka bilang 'tuk lupakan
Kau yang telah lama pergi
Dan mulai melanjutkan hidup
Sudahi sedihku ini
Tapi kuyakin kepada hatiku
Perlahan membunuhku

 
Aku terus berjuang
Dari rindu yang panjang
Aku selalu bersabar
Menantimu yang hilang
Aku terus berjuang
Dari rindu yang panjang
Aku selalu bersabar
Menantimu yang hilang tanpa kabar

 
Kamu jurang antara kesetiaan dan kegilaan
Sebatas harapan yang mungkin tak jadi kenyataan
Kau adalah kepahitan namun bukan penyesalan
Pelajaran hidup berharga
Bukan, kau bukan kegagalan
Adakah yang tetap waras saat jatuh cinta?
Sementara ku hanya bisa menyentuhmu lewat doa
Bagaimana bila di sana kau menemukan seseorang dan bahagia?
Apakah untukmu ku pernah ada?
You might also like 
Aku terus berjuang
Dari rindu yang panjang
Aku selalu bersabar
Menantimu yang hilang
Aku terus berjuang
Dari rindu yang panjang
Aku selalu bersabar
Menantimu yang hilang tanpa kabar
Menantimu yang hilang tanpa kabar",0
Bunga Terakhir,Afgan," 

 
Ketika 'ku melihat pudarnya dunia
Dan kupandang warna yang sama
Ingin 'ku mencurahkan kepada dunia
Keindahan simfoni warna

 
Takkkan 'ku biarkan sepi yang kaurasa
Menghadapi dunia, walaupun berbeda
Bersama kita satukan memori

 
Kupanjatkan angan-angan penuh warna
Dan 'kan kulukiskan cinta di dunia
Warna-warni indah selalu terpancarkan
Membawakan jutaan mimpi nyata di dunia
*Oh lihatlah bunga yang akan merekah*
*Kita berjalan dengan warna berbeda*
*Dalam setiap langkah
Menciptakan harapan*
Membentuk suara warna-warni kita

 
Ketika 'ku melihat secercah cahaya
Yang masuk ke dalam kehidupanku
Ingin 'ku melangkah bersama cahaya itu
Memulai   lembaran   baru dalam kehidupanku
You might also like 
Walau banyaknya rintangan yang menghadang
Akan dapat kita lewati bersama
Mewujudkan jutaan mimpi berbeda

 
'Ku beranjak dari tempatku sekarang
Dan 'ku perlihatkan kepada dunia
Nada-nada indah selalu terlantunkan
Membawakan jutaan mimpi nyata di dunia
Satu persatu 'kan terukir kenangan
Senyum yang tertulis pun menjadi nyata
Kubentangkan tangan menciptakan harapan
Membentuk suara warna-warni kita

 
Di mana pun...  
Kita 'kan berada
Rajut senyum  
Melukis cerita
*'Tak mungkin tercipta bila kita tak berjumpa*
*Merangkai asa*
*Memori penuh warna*

 
 
Menari bersama di panggung dunia
Dan kami berjalan bersama kalian
Dalam setiap langkah menyatukan harapan
Melukiskan memori *indah*
*Bersama*

 
Kupanjatkan angan-angan penuh warna
Dan 'kan kulukiskan cinta di dunia
Warna-warni indah selalu terpancarkan
Membawakan jutaan mimpi nyata di dunia
Satu persatu 'kan terukir kenangan
Senyum yang tertulis pun menjadi nyata
Kubentangkan tangan menciptakan harapan
Membentuk suara warna-warni kita

 
'Tak mungkin tercipta bila kita tak berjumpa
Merangkai asa
Memori penuh warna",1
Luluh,Khai Bahar,"Sudah Puas aku menangis lagi
Kau Hadirkan mendung awan yang kelam
Namun Ku kan tetap bisa betahan


Secebis Kasih yang telah kau beri
Kan Ku simpan dalam memori indah
Tapi Semuanya telah berakhir

Aku Tersungkur menunduk meraung
Dan Tiada siapa bisa merasakan
Oh Sakitnya hati ini

Jika Kau tak mampu memberiku senyum
Usah Kau hadirkan dengan kedukaan
Oh Biarlah hidupku dengan caraku

Secebis Kasih yang telah kau beri
Kan Ku simpan dalam memori indah
Tapi Semuanya telah berakhir

Aku Tersungkur menunduk meraung
Dan Tiada siapa bisa merasakan
Oh Sakitnya hati ini

Jika Kau tak mampu memberiku senyum
Usah Kau hadirkan dengan kedukaan
Oh Biarlah hidupku dengan caraku
You might also likeSedia Menghadapi yang akan tiba
Takkan Berundur walau seketika
Aku Terus berjalan mencari sinar baru1",0
Usai,Tiara Andini,"Mungkin inilah waktunya
Mungkin inilah saatnya
Aku mengerti rasa sesal
Saat ada yang pergi menghilang

Kau datang mengukir luka
Yang sayang tuk dilupakan
Kau pergi tanpa mengajarkan
Cara tuk merelakanmu

Reff :
Usai sudah semua cerita
Yang t’lah kita ukir berdua
Meninggalkan dirimu adalah
Hal terberat yang harus ku jalani
Aku memang kehilangan
Kamu yang sangat kucintai
Namun kau telah kehilangan
Aku yang sangat mencintaimu

Ku akan terus belajar
Tuk melupakan
Kamu yang begitu mudah
Melupakanku

Back to ref
You might also likeAudio:
Music & Lyrics by Andmesh Kamaleng
Work arranged by Tohpati

You can download lagu and streaming from spotify ",0
Angin Kencang,Noh Salleh,"Lirik ""Angin Kencang""

 
Dalam silauan cahya
Membatas pandangan mata
Namun jelas kulihat kamu

 
Biarpun ku sedar kau kian jauh
Tinggalkan aku yang rapuh

 
Angin kencang membawa kau
Jauh ke sana kau hilang terus tanpa khabar
Tidur malam kumimpi indah ingat kamu
Ku merindui kamu

 
Apa yang kufikirkan
Inilah penyiksaan
Biarpun beribu tahun

 
Dan namun kau sentiasa di hatiku
Menuai senyumanmu
You might also like 
Angin kencang membawa kau
Jauh ke sana kau hilang terus tanpa khabar
Tidur malam kumimpi indah ingat kamu
Ku merindui kamu

 

 
Angin kencang membawa kau
Jauh ke sana kau hilang terus tanpa khabar
Tidur malam kumimpi indah ingat kamu

 

 
Angin kencang membawa kau
Jauh ke sana kau hilang terus tanpa khabar
Tidur malam kumimpi indah ingat kamu
Ku merindui kamu

 
Ku merindui kamu
Ku merindui kamu",0
Denting,Melly Goeslaw,"Denting yang berbunyi dari dinding kamarku
Sedarkan diriku dari lamunan panjang
Tak terasa malam kini semakin larut
Ku masih terjaga

Sayang kau dimana aku ingin bersama
Aku butuh semua untuk tepiskan rindu
Mungkinkah kau disana merasa yang sama
Seperti dinginku di malam ini

Reff
Rintik gerimis mengundang kekasih di malam ini
Kita menari dalam rindu yang indah
Sepi ku rasa hatiku saat ini oh sayangku
Jika kau disini aku tenangYou might also like",1
Cinta (feat. Kris Dayanti),Melly Goeslaw,"Menapak jalan yang menjauh
Tentukan arah yang ku mau
Tempatkan aku pada satu peristiwa
Yang membuat hati lara

Di dekat engkau aku tenang
Sendu matamu penuh tanya
Misteri hidup akankah menghilang
Dan bahagia di akhir cerita

Cinta tegarkan hatiku
Tak mau sesuatu merenggut engkau
Naluriku berkata
Tak ingin terulang lagi
Kehilangan cinta hati
Bagai raga tak bernyawa

Aku junjung petuahmu
Cintai dia yang mencintaiku
Hatinya dulu berlayar
Kini telah menepi
Bukankah hidup kita
Akhirnya harus bahagia

Di dekat engkau aku tenang
Sendu matamu penuh tanya
Misteri hidup akankah menghilang
Dan bahagia di akhir cerita
You might also likeCinta tegarkan hatiku
Tak mau sesuatu merenggut engkau
Naluriku berkata
Tak ingin terulang lagi
Kehilangan cinta hati
Bagai raga tak bernyawa

Aku junjung petuahmu
Cintai dia yang mencintaiku
Hatinya dulu berlayar
Kini telah menepi
Bukankah hidup kita
Akhirnya harus bahagia

Cinta biar saja ada
Yang terjadi biar saja terjadi
Bagaimanapun hidup
Memang hanya cerita
Cerita tentang meninggalkan
Dan yang ditinggalkan
Cinta",1
Jera,Agnes Monica,"Hitam bukan dirimu
Putih juga bukan dirimu
Semu ku melihatmu
Tak bercahaya
Seperti memudar
Cinta aku mencinta
Kamu yang aku mau
Namun tak tepat waktu
Ku sudah jera dalam percintaan
Salam hangat untuk cintamu
Aku yang kandas dan patah hati
Biarlah orang memandang lama
Aku tak mau bercinta lagi
Engkau yang dulu pernah ku cinta
Namun terlanjur kau bersamanya
Dan ku terluka oleh cintanya
Kini kau hadir kusudah
Jera
Cinta aku mencinta
Kamu yang aku mau
Namun tak tepat waktu
Ku sudah jera dalam percintaan
Salam hangat untuk cintamu
Aku yang kandas dan patah hati
Biarlah orang memandang lama
Aku tak mau bercinta lagi
Chorus 2x
Engkau yang dulu pernah ku cinta
Namun terlanjur kau bersamanya
Dan ku terluka oleh cintanya
Kini kau hadir kusudah
JeraYou might also like",1
Rapuh,Agnes Monica," 
Belum sempat ku membagi
Kebahagia-anku
Belum sempat ku membuat
Dia tersenyum
Haruskah ku kehilangan
Tuk kesekian kali
Tuhan ku mohon jangan lakukan itu

 
Sebab ku sayang dia
Sebab ku kasihi dia
Sebab ku tak rela
Tak slalu bersama
Ku rapuh tanpa dia
Seperti kehilangan arah

 
Jikalau memang harus ku alami duka
Kuatkan hati ini menerimanya

 
Sebab ku sayang dia
Sebab ku kasihi dia
Sebab ku tak rela
Tak slalu bersama
Ku rapuh tanpa dia
Seperti kehilangan arah
You might also likeSebab ku sayang dia
Sebab ku kasihi dia
Sebab ku tak rela
Tak slalu bersama
Ku rapuh tanpa dia
Seperti kehilangan arah",0
Tega,Rossa,"Menjelang hari bahagiamu
Kau tak pernah tahu aku bersedih
Kau lupakan semua kenangan lalu
Lalu kau campakkan begitu saja

Tega...
Aku tahu dirimu kini
Telah ada yang memiliki
Tapi bagaimanakah dengan diriku

Tak mungkin ku sanggup untuk kehilangan dirimu
Aku tahu bukan saatnya
Tuk mengharap cintamu lagi
Tapi bagaimanakah dengan hatiku

Tak mungkin ku sanggup hidup begini
Tanpa cintamu
Tak ingatkah kau dulu pernah berjanji
Bahagiakan diriku slamanya

Tak berartikah cinta kita yang lalu
Hingga kau bersama dengan dirinya
Tega...
Aku tahu dirimu kini

Telah ada yang memiliki
Tapi bagaimanakah dengan diriku
Tak mungkin ku sanggup untuk kehilangan dirimu
Aku tahu bukan saatnya
You might also likeTuk mengharap cintamu lagi
Tapi bagaimanakah dengan hatiku
Tak mungkin ku sanggup hidup begini
Tanpa cinta darimu

Tapi bagaimanakah dengan aku
Tak mungkin sanggup kehilangan
Aku tahu bukan saatnya
Tuk mengharap cintamu lagi

Tapi bagaimanakah dengan hatiku
Tak mungkin ku sanggup hidup begini
Tanpa cintamu
Tanpa cintamu",1
Karena Ku Sanggup,Agnes Monica," 
Biar aku sentuhmu
Berikan ku rasa itu
Pelukmu yang dulu
Pernah buatku
Ku tak bisa paksamu
Tuk tinggal di sisiku
Walau kau yang selalu
Sakiti aku dengan perbuatanmu
Namun sudah kau pergilah
Jangan kau sesali

 
Karena ku sanggup walau ku tak mau
Berdiri sendiri tanpamu
Ku mau kau tak usah ragu
Tinggalkan aku, ooh
Kalau memang harus begitu

 
Tak yakin ku kan mampu
Hapus rasa sakitku
Ku selalu perjuangkan cinta kita
Namun apa salahku
Hingga ku tak layak dapatkan Kesungguhanmu
You might also like 
Karena ku sanggup walau ku tak mau
Berdiri sendiri tanpamu
Ku mau kau tak usah ragu
Tinggalkan aku, ooh
Kalau memang harus begitu

 
Baby now that you're gone
Now leave me alone
Broken heart, tear me apart
I don't need your mercy
I ain't your lady
In this melody
Did you hear it?
Let shout it again
Take me back to refrain
Oh, oh

 
Karena ku sanggup walau ku tak mau
Berdiri sendiri tanpamu
Aku mau kau tak usah ragu
Tinggalkan aku, ooh
Kalau memang harus begitu
 
Tak perlu kau buat aku mengerti
Tersenyumlah, karena ku sanggup",1
Sebuah Rasa,AGNEZ MO," 
Aku dihadapkan pilihan
Antara benar dan salah
Aku mencintai kamu
Sangat mencintai
Kamu berjalan bersamanya
Selama kamu denganku
Begitu rumitnya dunia
Hanya karena sebuah rasa cinta

 
Jadilah aku, kamu, dan dirinya
Berada di dalam dusta yang tercipta

 
Mengapa kah harus ku rasa
Sepenting itu kah cintamu
Kita berawal karena cinta
Biar lah cinta yang mengakhiri

 
Jadilah aku, kamu, dan dirinya
Berada di dalam dusta yang tercipta

 
Mengapa kah harus ku rasa
Sepenting itu kah cintamu
Kita berawal karena cinta
Biar lah cinta yang mengakhiri
Oooh.. oooh.. oooh...
You might also likeMengapa kah harus ku rasa
Sepenting itu kah egomu
Kita berawal karena cinta
Biar lah cinta yang mengakhiri

 
Kamu dihadapkan pilihan
Antara aku dan dia
Begitu rumitnya dunia
Hanya karena sebuah rasa cinta",1
Pupus,Hanin Dhiya," 
Aku tak mengerti apa yang kurasa
Rindu yang tak pernah begitu hebatnya
Aku mencintaimu lebih dari yang kau tahu
Meski kau tak 'kan pernah tahu
Aku persembahkan hidupku untukmu
Telah kurelakan hatiku padamu
Namun kau masih bisu
Diam seribu bahasa
Dan hati kecilku bicara

 
Baru kusadari
Cintaku bertepuk sebelah tangan
Kau buat remuk seluruh hatiku
Seluruh hatiku

 
Semoga waktu akan mengilhami
Sisi hatimu yang beku
Semoga akan datang keajaiban
Hingga akhirnya kau pun mau
Aku mencintaimu
Lebih dari yang kau tahu
Meski kau tak 'kan pernah tahu
You might also like 
Baru kusadari
Cintaku bertepuk sebelah tangan
Kau buat remuk seluruh hatiku
Seluruh hatiku

 

 
Baru kusadari
Cintaku bertepuk sebelah tangan
Kau buat remuk seluruh hatiku
Seluruh hatiku",0
Suatu Saat Nanti,Hanin Dhiya," 
Sekian lamanya kumelangkah lewati cerita
Begitu jauh dan berwarna namun tetap saja
Tak ada yang sanggup tandingimu 'tuk membuatku luluh
Abadi di hati

 
Kau yang tak pernah hiraukanku
Tak pernah pedulikan aku yang selalu kagumi dirimu

 
Meski perih kuterima, meski sedih kunikmati
Tak mampu aku sedikitpun lupakanmu
Meski aku takkan mungkin milikimu
Satu doaku suatu saat nanti kau 'kan mencintaiku

 
Berbagai cara telah aku tempuh 'tuk hapus dirimu
Namun engkau lagi, dan engkau lagi, tetap engkau lagi
Cinta sejati yang enggan mati dan kokoh berdiri
Mungkin hingga mati

 
Kau yang tak pernah hiraukanku
Tak pernah pedulikan aku yang selalu kagumi dirimu
You might also like 
Meski perih kuterima, meski sedih kunikmati
Tak mampu aku sedikitpun lupakanmu
Meski aku takkan mungkin milikimu
Satu doaku suatu saat nanti kau 'kan mencintaiku

 

 
Meski perih kuterima, meski sedih kunikmati
Tak mampu aku sedikitpun lupakanmu  
Meski aku takkan mungkin milikimu
Satu doaku suatu saat nanti kau 'kan mencintaiku

 
Satu doaku suatu saat nanti kau 'kan mencintaiku",0
Rindu,Agnes Monica," 
Selama aku mencari
Selama aku menanti
Bayang-bayangmu di batas senja
Matahari membakar rinduku
Ku melayang terbang tinggi
Bersama mega mega
Menembus dinding waktu
Ku terbaring dan pejamkan mata
Dalam hati kupangil namamu
Semoga saja kau dengar dan merasakan

 
Getaran dihatiku
Yang lama haus akan belaianmu
Seperti saat dulu
Saat saat pertama kau dekap dan kau kecup bibir ini
Dan kau bisikkan kata-kata aku cinta kepadamu

 
Peluhku berjatuhan
Menikmati sentuhan
Perasaan yang teramat dalam
Telah kau bawa segala yang ku punya
Segala yang kupunya
Ouoooooo hooo
You might also like 
Getaran dihatiku
Yang lama haus akan belaianmu
Seperti saat dulu
Saat saat pertama kau dekap dan kau kecup bibir ini
Dan kau bisikan kata-kata, yeaah
Aku cinta kepadamu, oooh
Kepadamu, oooh",0
